K_Fold,Random Seed,Actual,Predicted,#,reduced_compositions
1,1201,0.19,0.1635767663639679,67.0,Ge0.02Te0.98
1,1201,0.219,0.2197980882729598,68.0,Ge0.02Te0.98
1,1201,0.21,0.47920977627365846,72.0,Ge0.02Te0.98
1,1201,0.145,0.17821556214614648,74.0,Sn0.02Te0.98
1,1201,0.169,0.23888892295611103,75.0,Sn0.02Te0.98
1,1201,0.19,0.3685897117856867,80.0,Sn0.02Te0.98
1,1201,0.111,0.1779572127158309,150.0,Al0.1Bi2Se3
1,1201,0.137,0.2162659996382548,151.0,Al0.1Bi2Se3
1,1201,0.169,0.25158904846494196,152.0,Al0.1Bi2Se3
1,1201,0.203,0.3101577526138092,153.0,Al0.1Bi2Se3
1,1201,2.22,1.128206935565952,255.0,Ge0.9Bi0.07Te1
1,1201,2.06,1.2493050267883006,256.0,Ge0.9Bi0.07Te1
1,1201,0.13,0.08167824597633064,270.0,Co4Cu0.3Sb11.5Te0.5
1,1201,0.16,0.098090869149074,271.0,Co4Cu0.3Sb11.5Te0.5
1,1201,0.2,0.13949061592729128,272.0,Co4Cu0.3Sb11.5Te0.5
1,1201,0.25,0.1559880819631998,273.0,Co4Cu0.3Sb11.5Te0.5
1,1201,0.3,0.18041611482969144,274.0,Co4Cu0.3Sb11.5Te0.5
1,1201,0.34,0.22033277993835945,275.0,Co4Cu0.3Sb11.5Te0.5
1,1201,0.39,0.26734402027410115,276.0,Co4Cu0.3Sb11.5Te0.5
1,1201,0.45,0.3073281288187752,277.0,Co4Cu0.3Sb11.5Te0.5
1,1201,0.53,0.3736275356718447,278.0,Co4Cu0.3Sb11.5Te0.5
1,1201,0.6,0.42154971442722267,279.0,Co4Cu0.3Sb11.5Te0.5
1,1201,0.66,0.45049962330549526,280.0,Co4Cu0.3Sb11.5Te0.5
1,1201,0.71,0.48295042529488597,281.0,Co4Cu0.3Sb11.5Te0.5
1,1201,0.77,0.5221464907036661,282.0,Co4Cu0.3Sb11.5Te0.5
1,1201,0.1988,0.2552778389354338,413.0,Sb0.012Pb0.99Se1
1,1201,0.2828,0.3167808114751612,414.0,Sb0.012Pb0.99Se1
1,1201,0.3985,0.30588900446664263,415.0,Sb0.012Pb0.99Se1
1,1201,0.5199,0.4184392548227273,416.0,Sb0.012Pb0.99Se1
1,1201,0.004,0.06652976190335114,571.0,Cr0.06Fe0.94Se2
1,1201,0.0039,0.0998420379611918,572.0,Cr0.06Fe0.94Se2
1,1201,0.018,0.10710110558560831,575.0,Cr0.06Fe0.94Se2
1,1201,0.052,0.10431990934478615,576.0,Cr0.06Fe0.94Se2
1,1201,0.085,0.13139419783403797,577.0,Cr0.06Fe0.94Se2
1,1201,0.11,0.14886539153484413,578.0,Cr0.06Fe0.94Se2
1,1201,0.28898,0.23012244056211287,657.0,Ca0.00271283Cu0.8590627Bi0.03978817Pb0.00271283Se0.45213826C0.00083259O0.04521383
1,1201,0.32292,0.260861672281112,658.0,Ca0.00271283Cu0.8590627Bi0.03978817Pb0.00271283Se0.45213826C0.00083259O0.04521383
1,1201,0.47545,0.35010465000000063,659.0,Ca0.00271283Cu0.8590627Bi0.03978817Pb0.00271283Se0.45213826C0.00083259O0.04521383
1,1201,0.67653,0.48312998247049666,660.0,Ca0.00271283Cu0.8590627Bi0.03978817Pb0.00271283Se0.45213826C0.00083259O0.04521383
1,1201,0.90085,0.6496082996823695,661.0,Ca0.00271283Cu0.8590627Bi0.03978817Pb0.00271283Se0.45213826C0.00083259O0.04521383
1,1201,1.13535,0.8365339496823679,662.0,Ca0.00271283Cu0.8590627Bi0.03978817Pb0.00271283Se0.45213826C0.00083259O0.04521383
1,1201,1.28051,0.9762640500000006,663.0,Ca0.00271283Cu0.8590627Bi0.03978817Pb0.00271283Se0.45213826C0.00083259O0.04521383
