K_Fold,Random Seed,Actual,Predicted,#,reduced_compositions
1,88,36.87,893.4251322058495,138.0,Bi2Se3
1,88,107.55,194.37701346768606,150.0,Al0.1Bi2Se3
1,88,113.72,190.20653415211402,151.0,Al0.1Bi2Se3
1,88,121.74,195.16116345153216,152.0,Al0.1Bi2Se3
1,88,129.76,207.38251421632276,153.0,Al0.1Bi2Se3
1,88,809.0,985.8962997662857,244.0,Ge0.91Bi0.06Te1
1,88,836.0,977.5603463403261,245.0,Ge0.91Bi0.06Te1
1,88,549.8,578.0870508831167,270.0,Co4Cu0.3Sb11.5Te0.5
1,88,533.3,563.0227957164501,271.0,Co4Cu0.3Sb11.5Te0.5
1,88,517.9,556.192329573593,272.0,Co4Cu0.3Sb11.5Te0.5
1,88,500.0,546.6346824999996,273.0,Co4Cu0.3Sb11.5Te0.5
1,88,483.3,541.5768543253967,274.0,Co4Cu0.3Sb11.5Te0.5
1,88,464.5,530.4379092311909,275.0,Co4Cu0.3Sb11.5Te0.5
1,88,450.0,521.0516388731821,276.0,Co4Cu0.3Sb11.5Te0.5
1,88,439.0,517.2559616350868,277.0,Co4Cu0.3Sb11.5Te0.5
1,88,426.1,512.462163789055,278.0,Co4Cu0.3Sb11.5Te0.5
1,88,418.6,507.19090256305884,279.0,Co4Cu0.3Sb11.5Te0.5
1,88,413.7,504.5924868184704,280.0,Co4Cu0.3Sb11.5Te0.5
1,88,409.2,499.09725248513683,281.0,Co4Cu0.3Sb11.5Te0.5
1,88,404.5,499.02919581847016,282.0,Co4Cu0.3Sb11.5Te0.5
1,88,978.91,897.8281589266752,318.0,Ba0.3135Sr0.3135Ca0.3135La0.05Ti0.95Nb0.05O3
1,88,881.69,863.5458554986197,319.0,Ba0.3135Sr0.3135Ca0.3135La0.05Ti0.95Nb0.05O3
1,88,784.47,803.0227897478803,320.0,Ba0.3135Sr0.3135Ca0.3135La0.05Ti0.95Nb0.05O3
1,88,696.5,741.4900932328316,321.0,Ba0.3135Sr0.3135Ca0.3135La0.05Ti0.95Nb0.05O3
1,88,608.54,660.4558805182671,322.0,Ba0.3135Sr0.3135Ca0.3135La0.05Ti0.95Nb0.05O3
1,88,539.22,588.0107421923782,323.0,Ba0.3135Sr0.3135Ca0.3135La0.05Ti0.95Nb0.05O3
1,88,479.04,515.6581100566159,324.0,Ba0.3135Sr0.3135Ca0.3135La0.05Ti0.95Nb0.05O3
1,88,996.5999999999999,942.4551477206004,452.0,Sb0.012Te0.25Pb0.99Se0.5S0.25
1,88,880.3000000000001,794.980635518514,453.0,Sb0.012Te0.25Pb0.99Se0.5S0.25
1,88,736.5999999999999,683.6409467814839,454.0,Sb0.012Te0.25Pb0.99Se0.5S0.25
1,88,602.4,565.0177780474959,455.0,Sb0.012Te0.25Pb0.99Se0.5S0.25
1,88,504.6,490.91551823553107,456.0,Sb0.012Te0.25Pb0.99Se0.5S0.25
1,88,442.6999999999999,443.05278074785855,457.0,Sb0.012Te0.25Pb0.99Se0.5S0.25
1,88,377.3,414.98070945460705,458.0,Sb0.012Te0.25Pb0.99Se0.5S0.25
1,88,314.8,395.59037142996317,459.0,Sb0.012Te0.25Pb0.99Se0.5S0.25
1,88,277.6,391.1666635446083,460.0,Sb0.012Te0.25Pb0.99Se0.5S0.25
1,88,807.4,707.4562897381434,517.0,Sn0.1Sb0.012Te0.25Pb0.89Se0.5S0.25
1,88,705.4,605.5091408966292,518.0,Sn0.1Sb0.012Te0.25Pb0.89Se0.5S0.25
1,88,575.8,519.8958348109471,519.0,Sn0.1Sb0.012Te0.25Pb0.89Se0.5S0.25
1,88,491.9,435.82886220999745,520.0,Sn0.1Sb0.012Te0.25Pb0.89Se0.5S0.25
1,88,441.7,371.40753015452725,521.0,Sn0.1Sb0.012Te0.25Pb0.89Se0.5S0.25
1,88,390.8,334.3119933950618,522.0,Sn0.1Sb0.012Te0.25Pb0.89Se0.5S0.25
1,88,331.9,317.729391694267,523.0,Sn0.1Sb0.012Te0.25Pb0.89Se0.5S0.25
1,88,290.1,306.3872331922949,524.0,Sn0.1Sb0.012Te0.25Pb0.89Se0.5S0.25
1,88,244.9,302.7560134087655,525.0,Sn0.1Sb0.012Te0.25Pb0.89Se0.5S0.25
1,88,175.0,334.24077180071583,566.0,Cr0.03Fe0.97Se2
1,88,282.14,310.97759705781135,567.0,Cr0.03Fe0.97Se2
1,88,428.57,301.5795319909517,568.0,Cr0.03Fe0.97Se2
1,88,639.29,294.7838348142664,569.0,Cr0.03Fe0.97Se2
1,88,53.57,378.9594079236271,571.0,Cr0.06Fe0.94Se2
1,88,71.43,363.448434518162,572.0,Cr0.06Fe0.94Se2
1,88,232.14,313.56279766147753,575.0,Cr0.06Fe0.94Se2
1,88,342.86,290.8892956093143,576.0,Cr0.06Fe0.94Se2
1,88,496.43,282.0589589629623,577.0,Cr0.06Fe0.94Se2
1,88,717.86,275.62449953101367,578.0,Cr0.06Fe0.94Se2
1,88,282.14,305.35644423145084,584.0,Cr0.09Fe0.91Se2
1,88,410.71,282.11413608821226,585.0,Cr0.09Fe0.91Se2
1,88,564.29,273.38477682281274,586.0,Cr0.09Fe0.91Se2
1,88,771.43,266.70096635817373,587.0,Cr0.09Fe0.91Se2
1,88,1210.11,684.1816462524733,602.0,Ca0.012Cu1.8Bi0.176Pb0.012Se1O0.2
1,88,1161.42,599.1306531505371,603.0,Ca0.012Cu1.8Bi0.176Pb0.012Se1O0.2
1,88,808.94,509.31183628735005,604.0,Ca0.012Cu1.8Bi0.176Pb0.012Se1O0.2
1,88,710.4,482.85083010705694,605.0,Ca0.012Cu1.8Bi0.176Pb0.012Se1O0.2
1,88,628.41,437.95532831240945,606.0,Ca0.012Cu1.8Bi0.176Pb0.012Se1O0.2
1,88,554.1,412.2143571699539,607.0,Ca0.012Cu1.8Bi0.176Pb0.012Se1O0.2
1,88,487.47,380.6278803767243,608.0,Ca0.012Cu1.8Bi0.176Pb0.012Se1O0.2
1,88,433.35,340.5748210309783,609.0,Ca0.012Cu1.8Bi0.176Pb0.012Se1O0.2
1,88,387.28,317.3092167568994,610.0,Ca0.012Cu1.8Bi0.176Pb0.012Se1O0.2
1,88,347.68,288.1683557117409,611.0,Ca0.012Cu1.8Bi0.176Pb0.012Se1O0.2
1,88,317.75,280.48724681018535,612.0,Ca0.012Cu1.8Bi0.176Pb0.012Se1O0.2
1,88,303.06,273.76202685228543,613.0,Ca0.012Cu1.8Bi0.176Pb0.012Se1O0.2
1,88,289.5,270.92586002901567,614.0,Ca0.012Cu1.8Bi0.176Pb0.012Se1O0.2
1,88,281.53,271.7249834745396,615.0,Ca0.012Cu1.8Bi0.176Pb0.012Se1O0.2
1,88,1328.10573,779.4307948932515,616.0,Ca0.018Cu1.7Bi0.264Pb0.018Se1O0.3
1,88,1242.08157,684.7985277113303,617.0,Ca0.018Cu1.7Bi0.264Pb0.018Se1O0.3
