model_name,property,random_seed,r2_mean,r2_se,mae_mean,mae_se,rmse_mean,rmse_se
MT CrabNet matscibert concat_at_input,S,42,0.7958844493887981,0.0316424216280171,46.1767298857074,1.9244746045497596,91.75867786283831,6.574639587011885
MT CrabNet mat2vec concat_at_input,S,42,0.7985002745397751,0.030132487995539914,45.97224420522127,1.8368483891450618,91.23758483985095,6.229138038440108
MT CrabNet oliynyk concat_at_input,S,42,0.7985002745397751,0.030132487995539914,45.97224420522127,1.8368483891450618,91.23758483985095,6.229138038440108
MT CrabNet matscibert tile_at_input,S,42,0.7945228704673346,0.021075236415839353,46.67181896889307,1.3544513025565912,92.619168277343,4.059806439945646
MT CrabNet mat2vec tile_at_input,S,42,0.7982617906041545,0.0192262038591435,45.813790395168915,1.1094226798467224,91.96055028932322,4.182035502828283
MT CrabNet oliynyk tile_at_input,S,42,0.7982617906041545,0.0192262038591435,45.813790395168915,1.1094226798467224,91.96055028932322,4.182035502828283
MT CrabNet matscibert concat_at_output,S,42,0.7633023544922208,0.048393188398037114,49.04107108394736,2.2216949959441363,97.8697636872774,8.73054923789697
MT CrabNet mat2vec concat_at_output,S,42,0.7662414173936549,0.03542920737571096,50.04152041138173,2.355065730870892,98.06175591685898,6.890573576210465
MT CrabNet oliynyk concat_at_output,S,42,0.7662414173936549,0.03542920737571096,50.04152041138173,2.355065730870892,98.06175591685898,6.890573576210465
MT CrabNet matscibert concat_at_input,PF,42,0.8111185814191588,0.01933051281089677,2.590999596693135,0.13772443382479307,4.737178035267017,0.30237054897027993
MT CrabNet mat2vec concat_at_input,PF,42,0.813834783748781,0.022665760250943565,2.5471691580749223,0.1591179224120582,4.697476377398162,0.3737137755217929
MT CrabNet oliynyk concat_at_input,PF,42,0.813834783748781,0.022665760250943565,2.5471691580749223,0.1591179224120582,4.697476377398162,0.3737137755217929
MT CrabNet matscibert tile_at_input,PF,42,0.8026453660407498,0.02397696362796729,2.635519387215873,0.1898520347987989,4.8454268416286,0.40955651912032753
MT CrabNet mat2vec tile_at_input,PF,42,0.8131792815182584,0.016209699513938632,2.5931093188994296,0.16381440095568334,4.731416605260137,0.3089254820049509
MT CrabNet oliynyk tile_at_input,PF,42,0.8131792815182584,0.016209699513938632,2.5931093188994296,0.16381440095568334,4.731416605260137,0.3089254820049509
MT CrabNet matscibert concat_at_output,PF,42,0.8135427236554309,0.015777357780304677,2.641107246599597,0.10771383834649058,4.713791316217405,0.2674714017053169
MT CrabNet mat2vec concat_at_output,PF,42,0.7807424476160025,0.0324233216838534,2.8029301480732065,0.19898630678169213,5.074165036024306,0.4562643173251233
MT CrabNet oliynyk concat_at_output,PF,42,0.7807424476160025,0.0324233216838534,2.8029301480732065,0.19898630678169213,5.074165036024306,0.4562643173251233
MT CrabNet matscibert concat_at_input,zT,42,0.8400163772701366,0.009883156706929063,0.10684947968698269,0.002017055094072636,0.17457609430731508,0.004838908918643289
MT CrabNet mat2vec concat_at_input,zT,42,0.8335391754519508,0.011039175073383522,0.10880757014361145,0.002104538756788954,0.1779603197852388,0.004917529637852932
MT CrabNet oliynyk concat_at_input,zT,42,0.8335391754519508,0.011039175073383522,0.10880757014361145,0.002104538756788954,0.1779603197852388,0.004917529637852932
MT CrabNet matscibert tile_at_input,zT,42,0.8298367126526799,0.01850190042181976,0.10937843975081432,0.003359165833957531,0.1787909444767099,0.006916839927094914
MT CrabNet mat2vec tile_at_input,zT,42,0.8286594606483291,0.016462574820410754,0.10986329029423256,0.0018502218954700633,0.17974030023786094,0.005625909845204283
MT CrabNet oliynyk tile_at_input,zT,42,0.8286594606483291,0.016462574820410754,0.10986329029423256,0.0018502218954700633,0.17974030023786094,0.005625909845204283
MT CrabNet matscibert concat_at_output,zT,42,0.8319695371359037,0.008241836836695687,0.11084136896794965,0.0025967183659639913,0.17934390959484264,0.005768151370207452
MT CrabNet mat2vec concat_at_output,zT,42,0.8050591332858887,0.021759962836304443,0.11959421067800266,0.007855928512228197,0.1918872951891799,0.010789678558018042
MT CrabNet oliynyk concat_at_output,zT,42,0.8050591332858887,0.021759962836304443,0.11959421067800266,0.007855928512228197,0.1918872951891799,0.010789678558018042
