model_name,property,random_seed,r2_mean,r2_se,mae_mean,mae_se,rmse_mean,rmse_se
MT CrabNet concat_at_input 2,sigma,42,0.7180216259493447,0.03979292645941078,238.86052504267482,8.815970508994946,509.98633719551,41.84712170122362
MT CrabNet concat_at_input 3,sigma,42,0.6837787484995705,0.030495532726848424,250.63885169744162,10.72304821623325,543.9736005636809,37.62256329726414
MT CrabNet concat_at_input 4,sigma,42,0.31926187795973227,0.04631624877655857,430.54141680264274,18.6253045596354,802.7191569684322,58.02784769966655
MT CrabNet tile_at_input concat_at_attn,sigma,42,0.7298998668714581,0.025804904126108585,239.99465145653363,9.120500800554561,501.0156882800934,29.62801176718259
MT CrabNet tile_at_input 0,sigma,42,0.7143893717825145,0.03165563950358337,236.73567711427017,10.318459598232813,514.8637245396937,34.721796641408055
MT CrabNet tile_at_input 1,sigma,42,0.733176990616435,0.032263398604237985,232.1724686370504,9.014971621615048,495.7967527594854,33.314355883639266
MT CrabNet tile_at_input 2,sigma,42,0.7152958986624757,0.0333588318317147,239.76815055310362,9.681864139024478,513.5496354907007,34.11377598075865
MT CrabNet tile_at_input 3,sigma,42,0.6819537437202529,0.03888977630129933,250.7215396529695,11.647238767009368,543.2890193229183,40.835054213475175
MT CrabNet tile_at_input 4,sigma,42,0.22796753281200263,0.05173101969487119,441.28854555194073,17.60997434461608,850.9805909935776,49.84313470871296
MT CrabNet concat_at_output concat_at_attn,sigma,42,0.7392718858501747,0.026115058404765985,238.78977812853918,6.733185173179996,492.4846598783832,30.251255179237074
MT CrabNet concat_at_output 0,sigma,42,0.7220838550389714,0.03493239942633972,243.46152439319903,9.304074490838966,506.36528637861704,33.362859714293116
MT CrabNet concat_at_output 1,sigma,42,0.7085567927605971,0.03575662334151236,248.56763503005317,8.306643548514629,519.3657310307112,36.45376359154685
MT CrabNet concat_at_output 2,sigma,42,0.7180841059818458,0.030382117346423446,246.30927748936656,7.462552088966799,512.0592483145916,33.26561579108816
MT CrabNet concat_at_output 3,sigma,42,0.6877223249951646,0.030002628563575755,255.8364595958209,9.76852575450039,539.7477724077546,35.240455697468654
MT CrabNet concat_at_output 4,sigma,42,0.31953298839271865,0.04379924743833546,429.8445987574769,17.777141763524913,802.4230863087276,56.16584193806923
MT CrabNet concat_at_input concat_at_attn,S,42,0.7958844493887981,0.0316424216280171,46.1767298857074,1.9244746045497596,91.75867786283831,6.574639587011885
MT CrabNet concat_at_input 0,S,42,0.8303305429718908,0.014240281714482914,42.96667942888853,1.2000367984205595,84.40601463705718,3.1946937669614965
MT CrabNet concat_at_input 1,S,42,0.8238107524892879,0.01968867059431164,43.38008382693007,1.3862235500659685,85.71388719612996,4.403886323349787
MT CrabNet concat_at_input 2,S,42,0.8138262208248648,0.024394255355855706,44.6626092062247,1.4125078316617412,87.88403006120446,5.167217724007943
