K_Fold,Random Seed,Actual,Predicted,#,reduced_compositions
1,123,-333.59,-281.8562452646464,97.0,Zn0.92128085W0.10994137O1.2205657
1,123,-116.0,-126.78743931179156,168.0,Al0.2Bi2Se3
1,123,-123.25,-126.54806383265436,169.0,Al0.2Bi2Se3
1,123,-128.25,-131.69756592148528,170.0,Al0.2Bi2Se3
1,123,-133.75,-134.34662672406537,171.0,Al0.2Bi2Se3
1,123,-138.0,-138.36996301266043,172.0,Al0.2Bi2Se3
1,123,-141.75,-142.35891868151543,173.0,Al0.2Bi2Se3
1,123,-145.0,-145.5867568942397,174.0,Al0.2Bi2Se3
1,123,-147.5,-149.5739953578132,175.0,Al0.2Bi2Se3
1,123,-150.0,-152.61360211802793,176.0,Al0.2Bi2Se3
1,123,-151.75,-154.3987840407264,177.0,Al0.2Bi2Se3
1,123,-143.2,-180.48622660728336,270.0,Co4Cu0.3Sb11.5Te0.5
1,123,-148.8,-179.76310125569597,271.0,Co4Cu0.3Sb11.5Te0.5
1,123,-155.2,-189.63162036273087,272.0,Co4Cu0.3Sb11.5Te0.5
1,123,-165.6,-190.01931859379152,273.0,Co4Cu0.3Sb11.5Te0.5
1,123,-173.6,-191.78625759379156,274.0,Co4Cu0.3Sb11.5Te0.5
1,123,-180.8,-197.24465722575385,275.0,Co4Cu0.3Sb11.5Te0.5
1,123,-187.2,-203.17745218304947,276.0,Co4Cu0.3Sb11.5Te0.5
1,123,-196.8,-208.96282590688284,277.0,Co4Cu0.3Sb11.5Te0.5
1,123,-208.0,-216.8194913380157,278.0,Co4Cu0.3Sb11.5Te0.5
1,123,-216.8,-223.11370867950222,279.0,Co4Cu0.3Sb11.5Te0.5
1,123,-222.4,-225.5184422402166,280.0,Co4Cu0.3Sb11.5Te0.5
1,123,-227.2,-227.1197130037087,281.0,Co4Cu0.3Sb11.5Te0.5
1,123,-231.2,-226.89470683513724,282.0,Co4Cu0.3Sb11.5Te0.5
1,123,-96.43,-79.82721188469793,318.0,Ba0.3135Sr0.3135Ca0.3135La0.05Ti0.95Nb0.05O3
1,123,-109.52,-87.05320452231894,319.0,Ba0.3135Sr0.3135Ca0.3135La0.05Ti0.95Nb0.05O3
1,123,-120.24,-97.81171745679578,320.0,Ba0.3135Sr0.3135Ca0.3135La0.05Ti0.95Nb0.05O3
1,123,-134.52,-112.606539778648,321.0,Ba0.3135Sr0.3135Ca0.3135La0.05Ti0.95Nb0.05O3
1,123,-147.62,-131.1639777294356,322.0,Ba0.3135Sr0.3135Ca0.3135La0.05Ti0.95Nb0.05O3
1,123,-163.1,-152.2460037183733,323.0,Ba0.3135Sr0.3135Ca0.3135La0.05Ti0.95Nb0.05O3
1,123,-176.19,-158.70850633920966,324.0,Ba0.3135Sr0.3135Ca0.3135La0.05Ti0.95Nb0.05O3
1,123,-66.4,-71.23256990626449,501.0,Sn0.05Sb0.012Te0.25Pb0.94Se0.5S0.25
1,123,-78.45,-80.2688836864278,502.0,Sn0.05Sb0.012Te0.25Pb0.94Se0.5S0.25
1,123,-92.8,-88.60539959331196,503.0,Sn0.05Sb0.012Te0.25Pb0.94Se0.5S0.25
1,123,-108.4,-100.3297198868973,504.0,Sn0.05Sb0.012Te0.25Pb0.94Se0.5S0.25
1,123,-126.0,-113.8414612011807,505.0,Sn0.05Sb0.012Te0.25Pb0.94Se0.5S0.25
1,123,-143.9,-132.77965705374487,506.0,Sn0.05Sb0.012Te0.25Pb0.94Se0.5S0.25
1,123,-167.6,-146.2160068035349,507.0,Sn0.05Sb0.012Te0.25Pb0.94Se0.5S0.25
1,123,-181.0,-157.79234797545993,508.0,Sn0.05Sb0.012Te0.25Pb0.94Se0.5S0.25
1,123,-189.2,-163.30049590249956,509.0,Sn0.05Sb0.012Te0.25Pb0.94Se0.5S0.25
1,123,-192.3,-168.81361868627454,510.0,Sn0.05Sb0.012Te0.25Pb0.94Se0.5S0.25
1,123,-199.2,-176.21389128457906,511.0,Sn0.05Sb0.012Te0.25Pb0.94Se0.5S0.25
1,123,-200.5,-180.97427564215462,512.0,Sn0.05Sb0.012Te0.25Pb0.94Se0.5S0.25
1,123,-125.6,-85.07908591221646,517.0,Sn0.1Sb0.012Te0.25Pb0.89Se0.5S0.25
1,123,-143.5,-96.78786071793392,518.0,Sn0.1Sb0.012Te0.25Pb0.89Se0.5S0.25
1,123,-164.3,-114.92326500033208,519.0,Sn0.1Sb0.012Te0.25Pb0.89Se0.5S0.25
1,123,-175.8,-127.25374122895333,520.0,Sn0.1Sb0.012Te0.25Pb0.89Se0.5S0.25
1,123,-182.9,-137.1823076769771,521.0,Sn0.1Sb0.012Te0.25Pb0.89Se0.5S0.25
1,123,-192.5,-142.37658768482493,522.0,Sn0.1Sb0.012Te0.25Pb0.89Se0.5S0.25
1,123,-200.1,-147.13805117574287,523.0,Sn0.1Sb0.012Te0.25Pb0.89Se0.5S0.25
1,123,-209.4,-153.23483132166643,524.0,Sn0.1Sb0.012Te0.25Pb0.89Se0.5S0.25
1,123,-220.2,-157.28840048286125,525.0,Sn0.1Sb0.012Te0.25Pb0.89Se0.5S0.25
1,123,-87.88,-66.65429329146126,566.0,Cr0.03Fe0.97Se2
1,123,-100.0,-66.57604032247222,567.0,Cr0.03Fe0.97Se2
1,123,-93.94,-61.29018660366635,568.0,Cr0.03Fe0.97Se2
1,123,-81.82,-59.84128728667318,569.0,Cr0.03Fe0.97Se2
1,123,115.15,-80.2526687565518,571.0,Cr0.06Fe0.94Se2
1,123,87.88,-77.85588403297697,572.0,Cr0.06Fe0.94Se2
1,123,-81.82,-65.55144251765175,575.0,Cr0.06Fe0.94Se2
1,123,-109.09,-65.5730426931072,576.0,Cr0.06Fe0.94Se2
1,123,-109.09,-60.64066383699968,577.0,Cr0.06Fe0.94Se2
1,123,-90.91,-59.39829037000651,578.0,Cr0.06Fe0.94Se2
1,123,90.67936,93.95386248110819,588.0,Ca0.006Cu1.9Bi0.088Pb0.006Se1O0.1
1,123,92.43398,94.79013246431519,589.0,Ca0.006Cu1.9Bi0.088Pb0.006Se1O0.1
1,123,113.129,109.4524925557555,590.0,Ca0.006Cu1.9Bi0.088Pb0.006Se1O0.1
1,123,126.3864,123.74516060172604,591.0,Ca0.006Cu1.9Bi0.088Pb0.006Se1O0.1
1,123,139.728,136.44405354471658,592.0,Ca0.006Cu1.9Bi0.088Pb0.006Se1O0.1
1,123,154.8406,151.44939140131925,593.0,Ca0.006Cu1.9Bi0.088Pb0.006Se1O0.1
1,123,169.2152,163.6740681713053,594.0,Ca0.006Cu1.9Bi0.088Pb0.006Se1O0.1
1,123,183.141,174.7507485373168,595.0,Ca0.006Cu1.9Bi0.088Pb0.006Se1O0.1
1,123,196.5593,186.80597163214998,596.0,Ca0.006Cu1.9Bi0.088Pb0.006Se1O0.1
1,123,209.5268,197.62271118117408,597.0,Ca0.006Cu1.9Bi0.088Pb0.006Se1O0.1
1,123,217.0164,208.23296011456256,598.0,Ca0.006Cu1.9Bi0.088Pb0.006Se1O0.1
1,123,221.693,214.03992836846518,599.0,Ca0.006Cu1.9Bi0.088Pb0.006Se1O0.1
1,123,231.8981,221.0818199447577,600.0,Ca0.006Cu1.9Bi0.088Pb0.006Se1O0.1
1,123,239.0104,225.2989839084147,601.0,Ca0.006Cu1.9Bi0.088Pb0.006Se1O0.1
1,123,76.23335,86.7946741834656,672.0,Ca0.00271283Cu0.8590627Bi0.03978817Pb0.00271283Se0.45213826C0.00166518O0.04521383
1,123,80.80701,87.7090238788644,673.0,Ca0.00271283Cu0.8590627Bi0.03978817Pb0.00271283Se0.45213826C0.00166518O0.04521383
1,123,82.57833,102.39196880974828,674.0,Ca0.00271283Cu0.8590627Bi0.03978817Pb0.00271283Se0.45213826C0.00166518O0.04521383
1,123,94.59955,115.28187302082458,675.0,Ca0.00271283Cu0.8590627Bi0.03978817Pb0.00271283Se0.45213826C0.00166518O0.04521383
