K_Fold,Random Seed,Actual,Predicted,#,reduced_compositions
1,42,-91.15,-154.72987386799994,36.0,Zn0.0075Ga0.025Te1.0075Pb0.975
1,42,-102.26,-167.30397906799996,37.0,Zn0.0075Ga0.025Te1.0075Pb0.975
1,42,-122.93,-181.24844872820012,38.0,Zn0.0075Ga0.025Te1.0075Pb0.975
1,42,-141.44,-191.43893640000059,39.0,Zn0.0075Ga0.025Te1.0075Pb0.975
1,42,-158.09,-200.0131125999997,40.0,Zn0.0075Ga0.025Te1.0075Pb0.975
1,42,-173.83,-203.5277076000004,41.0,Zn0.0075Ga0.025Te1.0075Pb0.975
1,42,-187.71,-200.58756240000002,42.0,Zn0.0075Ga0.025Te1.0075Pb0.975
1,42,-199.12,-202.31373971120001,43.0,Zn0.0075Ga0.025Te1.0075Pb0.975
1,42,-103.40766036,-154.65990986799994,48.0,Zn0.01Ga0.025Te1.01Pb0.975
1,42,-263.29,-224.940800999999,59.0,Zn0.01Ga0.025Te1.01Pb0.975
1,42,459.83,308.1532981466656,81.0,Zn0.02Te0.98
1,42,-263.28,-266.68872345147884,89.0,Zn0.85986213W0.13192965O1.21900395
1,42,-51.19,-69.89340054706004,345.0,Ba0.297Sr0.297Ca0.297La0.1Ti0.9Nb0.1O3
1,42,-55.95,-76.6838288235002,346.0,Ba0.297Sr0.297Ca0.297La0.1Ti0.9Nb0.1O3
1,42,-63.1,-86.40099240496055,347.0,Ba0.297Sr0.297Ca0.297La0.1Ti0.9Nb0.1O3
1,42,-71.43,-97.32483015454035,348.0,Ba0.297Sr0.297Ca0.297La0.1Ti0.9Nb0.1O3
1,42,-79.76,-107.91490770304034,349.0,Ba0.297Sr0.297Ca0.297La0.1Ti0.9Nb0.1O3
1,42,-90.48,-117.95731097946042,350.0,Ba0.297Sr0.297Ca0.297La0.1Ti0.9Nb0.1O3
1,42,-102.38,-126.3081518180798,351.0,Ba0.297Sr0.297Ca0.297La0.1Ti0.9Nb0.1O3
1,42,-114.29,-134.54483059718055,352.0,Ba0.297Sr0.297Ca0.297La0.1Ti0.9Nb0.1O3
1,42,-128.57,-143.79764468850018,353.0,Ba0.297Sr0.297Ca0.297La0.1Ti0.9Nb0.1O3
1,42,274.33,244.15014577980034,366.0,Cd0.02Ag1Sb0.98Te2
1,42,288.88,250.6016365798001,367.0,Cd0.02Ag1Sb0.98Te2
1,42,298.44,256.8786735798009,368.0,Cd0.02Ag1Sb0.98Te2
1,42,306.31,259.26744697980155,369.0,Cd0.02Ag1Sb0.98Te2
1,42,308.26,260.29016119999955,370.0,Cd0.02Ag1Sb0.98Te2
1,42,309.88,260.5487432000001,371.0,Cd0.02Ag1Sb0.98Te2
1,42,311.95,261.0432546000008,372.0,Cd0.02Ag1Sb0.98Te2
