K_Fold,Random Seed,Actual,Predicted,#,reduced_compositions
1,1,1.41,1.224499240099013,48.0,Zn0.01Ga0.025Te1.01Pb0.975
1,1,0.73,0.5694329395697859,59.0,Zn0.01Ga0.025Te1.01Pb0.975
1,1,0.575,0.7269865004023011,255.0,Ge0.9Bi0.07Te1
1,1,0.587,0.674213171184212,256.0,Ge0.9Bi0.07Te1
1,1,2.24,1.2089429916279728,270.0,Co4Cu0.3Sb11.5Te0.5
1,1,2.11,1.1876931063202243,271.0,Co4Cu0.3Sb11.5Te0.5
1,1,2.0,1.12472089389271,272.0,Co4Cu0.3Sb11.5Te0.5
1,1,1.9,1.1211295131465222,273.0,Co4Cu0.3Sb11.5Te0.5
1,1,1.82,1.1110490510970648,274.0,Co4Cu0.3Sb11.5Te0.5
1,1,1.77,1.1044920603975192,275.0,Co4Cu0.3Sb11.5Te0.5
1,1,1.73,1.0991231028721478,276.0,Co4Cu0.3Sb11.5Te0.5
1,1,1.71,1.0918650974371473,277.0,Co4Cu0.3Sb11.5Te0.5
1,1,1.69,1.087529464745719,278.0,Co4Cu0.3Sb11.5Te0.5
1,1,1.68,1.0817933272124962,279.0,Co4Cu0.3Sb11.5Te0.5
1,1,1.67,1.0792875402872308,280.0,Co4Cu0.3Sb11.5Te0.5
1,1,1.66,1.077271420835842,281.0,Co4Cu0.3Sb11.5Te0.5
1,1,1.66,1.0584233983503932,282.0,Co4Cu0.3Sb11.5Te0.5
1,1,2.51,1.1805109082920515,283.0,Co4Cu0.3Sb11.3Te0.7
1,1,2.37,1.1662732725819216,284.0,Co4Cu0.3Sb11.3Te0.7
1,1,2.25,1.1133913973549605,285.0,Co4Cu0.3Sb11.3Te0.7
1,1,2.12,1.1076943501754395,286.0,Co4Cu0.3Sb11.3Te0.7
1,1,1.99,1.0972153680571943,287.0,Co4Cu0.3Sb11.3Te0.7
1,1,1.93,1.0917784356301954,288.0,Co4Cu0.3Sb11.3Te0.7
1,1,1.86,1.0861482518610333,289.0,Co4Cu0.3Sb11.3Te0.7
1,1,1.79,1.0824162729648206,290.0,Co4Cu0.3Sb11.3Te0.7
1,1,1.76,1.0780806402733922,291.0,Co4Cu0.3Sb11.3Te0.7
1,1,1.76,1.070632842114412,292.0,Co4Cu0.3Sb11.3Te0.7
1,1,1.76,1.0681270551891469,293.0,Co4Cu0.3Sb11.3Te0.7
1,1,1.76,1.0661109357377578,294.0,Co4Cu0.3Sb11.3Te0.7
1,1,1.74,1.0473946061266681,295.0,Co4Cu0.3Sb11.3Te0.7
1,1,2.56,1.18007550546725,296.0,Co4Cu0.3Sb11.1Te0.9
1,1,2.27,1.165558596680197,297.0,Co4Cu0.3Sb11.1Te0.9
1,1,2.09,1.1126767214532358,298.0,Co4Cu0.3Sb11.1Te0.9
1,1,1.98,1.1064966357781103,299.0,Co4Cu0.3Sb11.1Te0.9
1,1,1.86,1.0961039224098652,300.0,Co4Cu0.3Sb11.1Te0.9
1,1,1.76,1.0906669899828663,301.0,Co4Cu0.3Sb11.1Te0.9
1,1,1.66,1.0893066223244185,302.0,Co4Cu0.3Sb11.1Te0.9
1,1,1.59,1.0855746434282059,303.0,Co4Cu0.3Sb11.1Te0.9
1,1,1.56,1.080769697100414,304.0,Co4Cu0.3Sb11.1Te0.9
1,1,1.54,1.0733218989414337,305.0,Co4Cu0.3Sb11.1Te0.9
1,1,1.56,1.0708161120161683,306.0,Co4Cu0.3Sb11.1Te0.9
1,1,1.56,1.070419453209224,307.0,Co4Cu0.3Sb11.1Te0.9
1,1,1.56,1.0523439436429145,308.0,Co4Cu0.3Sb11.1Te0.9
1,1,3.06,3.075307322217767,336.0,Ba0.3135Sr0.3135Ca0.3135La0.05Ti0.9Nb0.1O3
1,1,2.96,2.978414199312632,337.0,Ba0.3135Sr0.3135Ca0.3135La0.05Ti0.9Nb0.1O3
1,1,2.85,2.9068927488877345,338.0,Ba0.3135Sr0.3135Ca0.3135La0.05Ti0.9Nb0.1O3
1,1,2.8,2.88602579848403,339.0,Ba0.3135Sr0.3135Ca0.3135La0.05Ti0.9Nb0.1O3
1,1,2.72,2.8261200892550455,340.0,Ba0.3135Sr0.3135Ca0.3135La0.05Ti0.9Nb0.1O3
1,1,2.65,2.7805310663122835,341.0,Ba0.3135Sr0.3135Ca0.3135La0.05Ti0.9Nb0.1O3
1,1,2.6,2.703383268072629,342.0,Ba0.3135Sr0.3135Ca0.3135La0.05Ti0.9Nb0.1O3
1,1,2.53,2.558488873290799,343.0,Ba0.3135Sr0.3135Ca0.3135La0.05Ti0.9Nb0.1O3
1,1,2.46,2.5501337941919098,344.0,Ba0.3135Sr0.3135Ca0.3135La0.05Ti0.9Nb0.1O3
1,1,0.46888,0.4213878920585682,398.0,Cd0.08Ag1Sb0.92Te2
1,1,0.47318,0.39666335895228955,399.0,Cd0.08Ag1Sb0.92Te2
1,1,0.47316,0.3939114574141749,400.0,Cd0.08Ag1Sb0.92Te2
1,1,0.47351,0.3909404671211346,401.0,Cd0.08Ag1Sb0.92Te2
1,1,0.452,0.3911639115655791,402.0,Cd0.08Ag1Sb0.92Te2
1,1,0.43753,0.38928947416521276,403.0,Cd0.08Ag1Sb0.92Te2
1,1,0.39337,0.39039122678580035,404.0,Cd0.08Ag1Sb0.92Te2
1,1,0.36642,0.39224768756134315,405.0,Cd0.08Ag1Sb0.92Te2
1,1,0.40205,0.39407777358895485,406.0,Cd0.08Ag1Sb0.92Te2
1,1,0.4226,0.39410801911622756,407.0,Cd0.08Ag1Sb0.92Te2
1,1,0.38371,0.3852145988176393,408.0,Cd0.08Ag1Sb0.92Te2
1,1,0.9528,0.2923410586239128,413.0,Sb0.012Pb0.99Se1
1,1,0.746,0.26317184961032364,414.0,Sb0.012Pb0.99Se1
1,1,0.6297,0.2568500909099939,415.0,Sb0.012Pb0.99Se1
1,1,0.5704,0.2533746560098933,416.0,Sb0.012Pb0.99Se1
1,1,1.058,0.6809588145809462,437.0,Sb0.012Te0.2Pb0.99Se0.6S0.2
1,1,0.8679,0.6584105345935093,438.0,Sb0.012Te0.2Pb0.99Se0.6S0.2
1,1,0.7274,0.5869732668776954,439.0,Sb0.012Te0.2Pb0.99Se0.6S0.2
1,1,0.6325,0.4700992097003708,440.0,Sb0.012Te0.2Pb0.99Se0.6S0.2
1,1,0.5666,0.4230360277135768,441.0,Sb0.012Te0.2Pb0.99Se0.6S0.2
1,1,0.4956,0.41523187662665706,442.0,Sb0.012Te0.2Pb0.99Se0.6S0.2
1,1,0.4765,0.41239574865256656,443.0,Sb0.012Te0.2Pb0.99Se0.6S0.2
1,1,0.4647,0.41048505272231217,444.0,Sb0.012Te0.2Pb0.99Se0.6S0.2
1,1,0.4527,0.4103816372811358,445.0,Sb0.012Te0.2Pb0.99Se0.6S0.2
1,1,0.4647,0.4107181356036467,446.0,Sb0.012Te0.2Pb0.99Se0.6S0.2
