K_Fold,Random Seed,Actual,Predicted,#,reduced_compositions
1,1201,1835.73,1869.8874594561903,0.0,Ga0.025Te1Pb0.975
1,1201,1396.38,1462.5222851950123,1.0,Ga0.025Te1Pb0.975
1,1201,1044.91,1183.4978749999987,2.0,Ga0.025Te1Pb0.975
1,1201,806.93,881.4588251900008,3.0,Ga0.025Te1Pb0.975
1,1201,627.53,703.2210500000012,4.0,Ga0.025Te1Pb0.975
1,1201,259.87715225,301.99178488965083,10.0,Ga0.025Te1Pb0.975
1,1201,233.73092255,288.9709354123008,11.0,Ga0.025Te1Pb0.975
1,1201,558.0,678.3805320000012,283.0,Co4Cu0.3Sb11.3Te0.7
1,1201,549.8,653.6507480000005,284.0,Co4Cu0.3Sb11.3Te0.7
1,1201,545.6,632.6761549499993,285.0,Co4Cu0.3Sb11.3Te0.7
1,1201,537.3,613.2433537900006,286.0,Co4Cu0.3Sb11.3Te0.7
1,1201,529.4,598.5323800000009,287.0,Co4Cu0.3Sb11.3Te0.7
1,1201,521.6,600.2221284000002,288.0,Co4Cu0.3Sb11.3Te0.7
1,1201,517.9,553.3223340599994,289.0,Co4Cu0.3Sb11.3Te0.7
1,1201,517.9,541.2878540599996,290.0,Co4Cu0.3Sb11.3Te0.7
1,1201,510.7,530.4819490600009,291.0,Co4Cu0.3Sb11.3Te0.7
1,1201,507.1,521.7081340600007,292.0,Co4Cu0.3Sb11.3Te0.7
1,1201,500.0,516.512384059999,293.0,Co4Cu0.3Sb11.3Te0.7
1,1201,500.0,506.5392290599992,294.0,Co4Cu0.3Sb11.3Te0.7
1,1201,496.5,508.36449015999983,295.0,Co4Cu0.3Sb11.3Te0.7
1,1201,1599.28,1057.6645625000012,336.0,Ba0.3135Sr0.3135Ca0.3135La0.05Ti0.9Nb0.1O3
1,1201,1474.28,1016.1462100000007,337.0,Ba0.3135Sr0.3135Ca0.3135La0.05Ti0.9Nb0.1O3
1,1201,1358.54,932.9415100000007,338.0,Ba0.3135Sr0.3135Ca0.3135La0.05Ti0.9Nb0.1O3
1,1201,1224.28,842.2916375000002,339.0,Ba0.3135Sr0.3135Ca0.3135La0.05Ti0.9Nb0.1O3
1,1201,1099.28,762.3573949999992,340.0,Ba0.3135Sr0.3135Ca0.3135La0.05Ti0.9Nb0.1O3
1,1201,974.41,687.203045,341.0,Ba0.3135Sr0.3135Ca0.3135La0.05Ti0.9Nb0.1O3
1,1201,840.02,625.6257949999989,342.0,Ba0.3135Sr0.3135Ca0.3135La0.05Ti0.9Nb0.1O3
1,1201,752.19,605.0896449999995,343.0,Ba0.3135Sr0.3135Ca0.3135La0.05Ti0.9Nb0.1O3
1,1201,664.22,586.3472949999991,344.0,Ba0.3135Sr0.3135Ca0.3135La0.05Ti0.9Nb0.1O3
1,1201,120.89,369.79964635000005,354.0,AgSbTe2
1,1201,105.41,360.49314160000046,355.0,AgSbTe2
1,1201,97.09099999999998,356.12444660000017,356.0,AgSbTe2
1,1201,90.916,339.65248539360005,357.0,AgSbTe2
1,1201,83.693,341.8226375835995,358.0,AgSbTe2
1,1201,78.6,333.5913420391997,359.0,AgSbTe2
1,1201,75.514,342.1824492391994,360.0,AgSbTe2
1,1201,73.46,347.89892325254914,361.0,AgSbTe2
1,1201,72.432,349.5637710099001,362.0,AgSbTe2
1,1201,74.481,346.71496473240046,363.0,AgSbTe2
1,1201,75.098,340.76312167240064,364.0,AgSbTe2
1,1201,150.87,233.17567760000009,366.0,Cd0.02Ag1Sb0.98Te2
