K_Fold,Random Seed,Actual,Predicted,#,reduced_compositions
1,88,1.02,1.0189961558437135,66.0,Cd0.02Te0.98
1,88,0.591,0.6197283032180776,244.0,Ge0.91Bi0.06Te1
1,88,0.57,0.61294976486568,245.0,Ge0.91Bi0.06Te1
1,88,2.68,1.8811111057546062,257.0,Co4Cu0.3Sb11.7Te0.3
1,88,2.51,1.8801496987479829,258.0,Co4Cu0.3Sb11.7Te0.3
1,88,2.31,1.8023730936412978,259.0,Co4Cu0.3Sb11.7Te0.3
1,88,2.16,1.767073212333304,260.0,Co4Cu0.3Sb11.7Te0.3
1,88,2.0,1.7170142858461408,261.0,Co4Cu0.3Sb11.7Te0.3
1,88,1.85,1.6728257746046848,262.0,Co4Cu0.3Sb11.7Te0.3
1,88,1.75,1.6570373308152475,263.0,Co4Cu0.3Sb11.7Te0.3
1,88,1.64,1.6538856577312195,264.0,Co4Cu0.3Sb11.7Te0.3
1,88,1.56,1.6519701383228507,265.0,Co4Cu0.3Sb11.7Te0.3
1,88,1.54,1.650067578100362,266.0,Co4Cu0.3Sb11.7Te0.3
1,88,1.54,1.6495332307122135,267.0,Co4Cu0.3Sb11.7Te0.3
1,88,1.53,1.6467191330247124,268.0,Co4Cu0.3Sb11.7Te0.3
1,88,1.51,1.641894493255931,269.0,Co4Cu0.3Sb11.7Te0.3
1,88,2.51,1.9318299665229697,283.0,Co4Cu0.3Sb11.3Te0.7
1,88,2.37,1.9316212185154038,284.0,Co4Cu0.3Sb11.3Te0.7
1,88,2.25,1.8724391960349143,285.0,Co4Cu0.3Sb11.3Te0.7
1,88,2.12,1.8356539347202685,286.0,Co4Cu0.3Sb11.3Te0.7
1,88,1.99,1.7829432756933572,287.0,Co4Cu0.3Sb11.3Te0.7
1,88,1.93,1.7367300481074344,288.0,Co4Cu0.3Sb11.3Te0.7
1,88,1.86,1.7188133029745052,289.0,Co4Cu0.3Sb11.3Te0.7
1,88,1.79,1.715265347397999,290.0,Co4Cu0.3Sb11.3Te0.7
1,88,1.76,1.7139883494182013,291.0,Co4Cu0.3Sb11.3Te0.7
1,88,1.76,1.7134041646418667,292.0,Co4Cu0.3Sb11.3Te0.7
1,88,1.76,1.7127038604722704,293.0,Co4Cu0.3Sb11.3Te0.7
1,88,1.76,1.7106553337445154,294.0,Co4Cu0.3Sb11.3Te0.7
1,88,1.74,1.707551272241318,295.0,Co4Cu0.3Sb11.3Te0.7
1,88,2.56,1.9153851522720464,296.0,Co4Cu0.3Sb11.1Te0.9
1,88,2.27,1.9149807982038745,297.0,Co4Cu0.3Sb11.1Te0.9
1,88,2.09,1.8525139540756694,298.0,Co4Cu0.3Sb11.1Te0.9
1,88,1.98,1.8157150166291034,299.0,Co4Cu0.3Sb11.1Te0.9
1,88,1.86,1.7629316051819028,300.0,Co4Cu0.3Sb11.1Te0.9
1,88,1.76,1.7168509430653789,301.0,Co4Cu0.3Sb11.1Te0.9
1,88,1.66,1.7000545028855327,302.0,Co4Cu0.3Sb11.1Te0.9
1,88,1.59,1.6965065473090266,303.0,Co4Cu0.3Sb11.1Te0.9
1,88,1.56,1.695146094144043,304.0,Co4Cu0.3Sb11.1Te0.9
1,88,1.54,1.6943436564323937,305.0,Co4Cu0.3Sb11.1Te0.9
1,88,1.56,1.6936149760412378,306.0,Co4Cu0.3Sb11.1Te0.9
1,88,1.56,1.6916058678557049,307.0,Co4Cu0.3Sb11.1Te0.9
1,88,1.56,1.6883399025695407,308.0,Co4Cu0.3Sb11.1Te0.9
1,88,3.25,3.7904135372060517,318.0,Ba0.3135Sr0.3135Ca0.3135La0.05Ti0.95Nb0.05O3
1,88,3.15,3.5280188650711715,319.0,Ba0.3135Sr0.3135Ca0.3135La0.05Ti0.95Nb0.05O3
1,88,3.07,3.4076875118872825,320.0,Ba0.3135Sr0.3135Ca0.3135La0.05Ti0.95Nb0.05O3
1,88,2.96,3.241746899893309,321.0,Ba0.3135Sr0.3135Ca0.3135La0.05Ti0.95Nb0.05O3
1,88,2.94,3.1018884429627263,322.0,Ba0.3135Sr0.3135Ca0.3135La0.05Ti0.95Nb0.05O3
1,88,2.85,3.0378991721082875,323.0,Ba0.3135Sr0.3135Ca0.3135La0.05Ti0.95Nb0.05O3
1,88,2.78,2.981778268754606,324.0,Ba0.3135Sr0.3135Ca0.3135La0.05Ti0.95Nb0.05O3
1,88,2.97,3.771414350428911,327.0,Ba0.297Sr0.297Ca0.297La0.1Ti0.95Nb0.05O3
1,88,2.82,3.5291451477019273,328.0,Ba0.297Sr0.297Ca0.297La0.1Ti0.95Nb0.05O3
1,88,2.72,3.4159960605536455,329.0,Ba0.297Sr0.297Ca0.297La0.1Ti0.95Nb0.05O3
1,88,2.65,3.2615760798887985,330.0,Ba0.297Sr0.297Ca0.297La0.1Ti0.95Nb0.05O3
1,88,2.53,3.1293597714097006,331.0,Ba0.297Sr0.297Ca0.297La0.1Ti0.95Nb0.05O3
1,88,2.45,3.075724113711754,332.0,Ba0.297Sr0.297Ca0.297La0.1Ti0.95Nb0.05O3
1,88,2.42,3.0300275602509474,333.0,Ba0.297Sr0.297Ca0.297La0.1Ti0.95Nb0.05O3
1,88,2.37,2.8975616513898435,334.0,Ba0.297Sr0.297Ca0.297La0.1Ti0.95Nb0.05O3
1,88,2.34,2.8975616513898435,335.0,Ba0.297Sr0.297Ca0.297La0.1Ti0.95Nb0.05O3
1,88,3.01,3.628259140255707,345.0,Ba0.297Sr0.297Ca0.297La0.1Ti0.9Nb0.1O3
1,88,2.87,3.4036431896633332,346.0,Ba0.297Sr0.297Ca0.297La0.1Ti0.9Nb0.1O3
1,88,2.8,3.297286685153088,347.0,Ba0.297Sr0.297Ca0.297La0.1Ti0.9Nb0.1O3
1,88,2.78,3.1515829884548725,348.0,Ba0.297Sr0.297Ca0.297La0.1Ti0.9Nb0.1O3
1,88,2.71,3.0155249595749387,349.0,Ba0.297Sr0.297Ca0.297La0.1Ti0.9Nb0.1O3
1,88,2.62,2.9567814901062097,350.0,Ba0.297Sr0.297Ca0.297La0.1Ti0.9Nb0.1O3
1,88,2.57,2.911094344094639,351.0,Ba0.297Sr0.297Ca0.297La0.1Ti0.9Nb0.1O3
1,88,2.5,2.781780452723574,352.0,Ba0.297Sr0.297Ca0.297La0.1Ti0.9Nb0.1O3
1,88,2.46,2.781780452723574,353.0,Ba0.297Sr0.297Ca0.297La0.1Ti0.9Nb0.1O3
1,88,0.16844,0.2833877999784026,376.0,Cd0.04Ag1Sb0.96Te2
1,88,0.17914,0.26492463712875997,377.0,Cd0.04Ag1Sb0.96Te2
1,88,0.21016,0.26146640256329384,378.0,Cd0.04Ag1Sb0.96Te2
1,88,0.22047,0.26223160853185506,379.0,Cd0.04Ag1Sb0.96Te2
1,88,0.24668,0.26328424776489745,380.0,Cd0.04Ag1Sb0.96Te2
1,88,0.24072,0.2632030491579605,381.0,Cd0.04Ag1Sb0.96Te2
1,88,0.25436,0.2629256909788241,382.0,Cd0.04Ag1Sb0.96Te2
1,88,0.27716,0.2629656644283698,383.0,Cd0.04Ag1Sb0.96Te2
1,88,0.29636,0.2619281708817638,384.0,Cd0.04Ag1Sb0.96Te2
1,88,0.30039,0.2600645221248085,385.0,Cd0.04Ag1Sb0.96Te2
1,88,0.27458,0.24585804386453686,386.0,Cd0.04Ag1Sb0.96Te2
1,88,0.46888,2.0395603941938925,398.0,Cd0.08Ag1Sb0.92Te2
1,88,0.47318,2.037612751192298,399.0,Cd0.08Ag1Sb0.92Te2
1,88,0.47316,2.0241602528888722,400.0,Cd0.08Ag1Sb0.92Te2
1,88,0.47351,1.9746099111513837,401.0,Cd0.08Ag1Sb0.92Te2
1,88,0.452,1.9612945274509255,402.0,Cd0.08Ag1Sb0.92Te2
1,88,0.43753,1.9413313521140156,403.0,Cd0.08Ag1Sb0.92Te2
1,88,0.39337,1.9156816803778054,404.0,Cd0.08Ag1Sb0.92Te2
1,88,0.36642,1.9028181874580476,405.0,Cd0.08Ag1Sb0.92Te2
1,88,0.40205,1.897283287168256,406.0,Cd0.08Ag1Sb0.92Te2
1,88,0.4226,1.9036499028601972,407.0,Cd0.08Ag1Sb0.92Te2
1,88,0.38371,1.9011188270879098,408.0,Cd0.08Ag1Sb0.92Te2
1,88,0.7183,0.6732627210607766,526.0,Sn0.15Sb0.012Te0.25Pb0.84Se0.5S0.25
1,88,0.6336,0.6563793338320005,527.0,Sn0.15Sb0.012Te0.25Pb0.84Se0.5S0.25
1,88,0.5693,0.6074140869179833,528.0,Sn0.15Sb0.012Te0.25Pb0.84Se0.5S0.25
1,88,0.4516,0.5619583523775499,529.0,Sn0.15Sb0.012Te0.25Pb0.84Se0.5S0.25
1,88,0.4014,0.4955118936422657,530.0,Sn0.15Sb0.012Te0.25Pb0.84Se0.5S0.25
1,88,0.3611,0.4617961214349719,531.0,Sn0.15Sb0.012Te0.25Pb0.84Se0.5S0.25
1,88,0.3446,0.4439864729879203,532.0,Sn0.15Sb0.012Te0.25Pb0.84Se0.5S0.25
1,88,0.3561,0.436919823267785,533.0,Sn0.15Sb0.012Te0.25Pb0.84Se0.5S0.25
1,88,0.3259,0.43711533342310266,534.0,Sn0.15Sb0.012Te0.25Pb0.84Se0.5S0.25
1,88,0.3662,0.4354658201100525,535.0,Sn0.15Sb0.012Te0.25Pb0.84Se0.5S0.25
1,88,0.3531,0.4349133575801505,536.0,Sn0.15Sb0.012Te0.25Pb0.84Se0.5S0.25
1,88,0.3786,0.4348994258940589,537.0,Sn0.15Sb0.012Te0.25Pb0.84Se0.5S0.25
1,88,0.3931,0.43491331700516994,538.0,Sn0.15Sb0.012Te0.25Pb0.84Se0.5S0.25
1,88,5.67,4.587376519777219,557.0,FeSe2
1,88,5.07,4.556484513535175,558.0,FeSe2
1,88,4.37,4.524468612126427,559.0,FeSe2
1,88,3.47,4.523675443106674,560.0,FeSe2
1,88,4.73,4.659423736027464,584.0,Cr0.09Fe0.91Se2
1,88,4.27,4.625440749580356,585.0,Cr0.09Fe0.91Se2
1,88,3.63,4.593062051196484,586.0,Cr0.09Fe0.91Se2
1,88,2.87,4.591413229501986,587.0,Cr0.09Fe0.91Se2
1,88,0.518,0.5015802728749926,852.0,Ag2Se
1,88,0.45,0.4869771972963373,853.0,Ag2Se
1,88,0.416,0.43545797674489617,854.0,Ag2Se
1,88,0.196,0.40756367000365973,855.0,Ag2Se
1,88,0.086,0.35408250711184025,856.0,Ag2Se
1,88,0.086,0.3225949755020971,857.0,Ag2Se
1,88,0.03,0.3138308539506805,858.0,Ag2Se
1,88,0.458,0.4554324030050052,866.0,Ag2Te0.013Se1
1,88,0.396,0.44047575594624944,867.0,Ag2Te0.013Se1
1,88,0.39,0.3694153498216302,868.0,Ag2Te0.013Se1
1,88,0.32,0.32961914191226566,869.0,Ag2Te0.013Se1
1,88,0.216,0.26419089663004514,870.0,Ag2Te0.013Se1
1,88,0.206,0.22303150213745157,871.0,Ag2Te0.013Se1
1,88,0.278,0.21407208393560131,872.0,Ag2Te0.013Se1
1,88,0.208,0.07365264580011076,880.0,Ag2Te0.026Se1
1,88,0.156,0.06437511708907379,881.0,Ag2Te0.026Se1
1,88,0.08,0.04332371576087674,882.0,Ag2Te0.026Se1
1,88,0.058,0.037994164934808165,883.0,Ag2Te0.026Se1
1,88,0.026,0.03614583143791654,884.0,Ag2Te0.026Se1
1,88,0.018,0.03415788852260965,885.0,Ag2Te0.026Se1
1,88,0.006,0.03428319288685206,886.0,Ag2Te0.026Se1
1,88,1.682,1.4913041638919815,921.0,In0.55Fe0.05Co3.95Sb11.95Se0.05
1,88,1.477,1.4812602391341,922.0,In0.55Fe0.05Co3.95Sb11.95Se0.05
1,88,1.333,1.3147516245297184,923.0,In0.55Fe0.05Co3.95Sb11.95Se0.05
1,88,1.251,1.2265979078287168,924.0,In0.55Fe0.05Co3.95Sb11.95Se0.05
1,88,1.195,1.18873629001575,925.0,In0.55Fe0.05Co3.95Sb11.95Se0.05
1,88,1.128,1.1757081579403263,926.0,In0.55Fe0.05Co3.95Sb11.95Se0.05
1,88,1.097,1.1693250288237886,927.0,In0.55Fe0.05Co3.95Sb11.95Se0.05
1,88,1.149,1.1553326888385405,928.0,In0.55Fe0.05Co3.95Sb11.95Se0.05
1,88,1.226,1.1517872921354686,929.0,In0.55Fe0.05Co3.95Sb11.95Se0.05
1,88,1.241,1.1364128915677063,930.0,In0.55Fe0.05Co3.95Sb11.95Se0.05
1,88,0.1534,0.42936310494094393,956.0,Ag0.0133Bi1.9734Te2.9601
1,88,0.498,0.6682378574596223,1210.0,Bi4Te6.3Pb1Se0.7
1,88,0.502,0.6255062697884091,1211.0,Bi4Te6.3Pb1Se0.7
1,88,0.462,0.5886413092745542,1212.0,Bi4Te6.3Pb1Se0.7
1,88,0.418,0.5436839460785597,1213.0,Bi4Te6.3Pb1Se0.7
1,88,0.416,0.5345354149715142,1214.0,Bi4Te6.3Pb1Se0.7
1,88,0.457,0.5269089424614516,1215.0,Bi4Te6.3Pb1Se0.7
1,88,0.511,0.5283568463968801,1216.0,Bi4Te6.3Pb1Se0.7
1,88,0.527,0.5396662414323672,1217.0,Bi4Te6.3Pb1Se0.7
1,88,0.461,0.5530586328165695,1218.0,Bi4Te6.3Pb1Se0.7
1,88,0.266,0.5691730925952618,1219.0,Bi4Te6.3Pb1Se0.7
1,88,0.773,0.8371990236925697,1241.0,Bi2S3
1,88,0.661,0.7647408993371685,1243.0,Bi2S3
1,88,0.611,0.6837227278197908,1245.0,Bi2S3
1,88,0.943,0.8519780916255649,1256.0,Bi0.39647236S0.59412321Br0.0011825
1,88,0.838,0.8340912412920547,1257.0,Bi0.39647236S0.59412321Br0.0011825
1,88,0.756,0.8052960631533144,1258.0,Bi0.39647236S0.59412321Br0.0011825
1,88,0.697,0.759892132266499,1259.0,Bi0.39647236S0.59412321Br0.0011825
1,88,0.656,0.721079347752795,1260.0,Bi0.39647236S0.59412321Br0.0011825
1,88,0.617,0.6786215276179407,1261.0,Bi0.39647236S0.59412321Br0.0011825
1,88,0.592,0.6628112734538727,1262.0,Bi0.39647236S0.59412321Br0.0011825
1,88,0.571,0.6510570544712132,1263.0,Bi0.39647236S0.59412321Br0.0011825
1,88,0.808,0.7293499473470999,1300.0,Sm0.00389531Sn0.51620363Se0.49039345Cl0.01168593
1,88,0.714,0.6843864248062558,1301.0,Sm0.00389531Sn0.51620363Se0.49039345Cl0.01168593
1,88,0.638,0.5921000353661734,1302.0,Sm0.00389531Sn0.51620363Se0.49039345Cl0.01168593
1,88,0.58,0.5751298628387954,1303.0,Sm0.00389531Sn0.51620363Se0.49039345Cl0.01168593
1,88,0.533,0.5473536081252381,1304.0,Sm0.00389531Sn0.51620363Se0.49039345Cl0.01168593
1,88,0.504,0.510195562446767,1305.0,Sm0.00389531Sn0.51620363Se0.49039345Cl0.01168593
1,88,0.483,0.49155137730763304,1306.0,Sm0.00389531Sn0.51620363Se0.49039345Cl0.01168593
1,88,0.466,0.4852635523521871,1307.0,Sm0.00389531Sn0.51620363Se0.49039345Cl0.01168593
1,88,0.446,0.46193318534962047,1308.0,Sm0.00389531Sn0.51620363Se0.49039345Cl0.01168593
1,88,0.423,0.45712705878496573,1309.0,Sm0.00389531Sn0.51620363Se0.49039345Cl0.01168593
1,88,0.721,0.679555412461706,1382.0,Mg3.17Ti0.03Bi0.49Sb1.5Te0.01
1,88,0.693,0.6736811888451429,1383.0,Mg3.17Ti0.03Bi0.49Sb1.5Te0.01
1,88,0.632,0.6298822158636483,1384.0,Mg3.17Ti0.03Bi0.49Sb1.5Te0.01
1,88,0.616,0.5891267335469864,1385.0,Mg3.17Ti0.03Bi0.49Sb1.5Te0.01
1,88,0.593,0.5539327710965353,1386.0,Mg3.17Ti0.03Bi0.49Sb1.5Te0.01
1,88,0.58,0.5419668620840722,1387.0,Mg3.17Ti0.03Bi0.49Sb1.5Te0.01
1,88,0.57,0.5205647474819131,1388.0,Mg3.17Ti0.03Bi0.49Sb1.5Te0.01
1,88,0.559,0.5168776417997423,1389.0,Mg3.17Ti0.03Bi0.49Sb1.5Te0.01
1,88,0.55,0.5133757929398982,1390.0,Mg3.17Ti0.03Bi0.49Sb1.5Te0.01
1,88,0.541,0.5112825366736642,1391.0,Mg3.17Ti0.03Bi0.49Sb1.5Te0.01
1,88,0.529,0.5062456764996682,1392.0,Mg3.17Ti0.03Bi0.49Sb1.5Te0.01
1,88,2.66,2.4419166966824033,1470.0,Cu1.8S1
1,88,2.87,2.4413594413491957,1471.0,Cu1.8S1
1,88,2.95,2.434220692857684,1472.0,Cu1.8S1
1,88,2.93,2.495438288163284,1473.0,Cu1.8S1
1,88,2.75,2.5334196990432916,1474.0,Cu1.8S1
1,88,1.4,0.560762885438297,1487.0,Zn0.09Cu1.71S1
1,88,1.33,0.5187383281990743,1488.0,Zn0.09Cu1.71S1
1,88,1.65,0.5010787690089571,1489.0,Zn0.09Cu1.71S1
1,88,1.72,0.48100254812088655,1490.0,Zn0.09Cu1.71S1
1,88,1.92,0.47414666842457237,1491.0,Zn0.09Cu1.71S1
1,88,1.95,0.46185712573399706,1492.0,Zn0.09Cu1.71S1
1,88,0.576,0.5110340959362628,1493.0,Ag0.8Bi0.8Pb0.2Se1.6S0.2
1,88,0.54,0.4827811206092651,1494.0,Ag0.8Bi0.8Pb0.2Se1.6S0.2
1,88,0.511,0.4580508666882443,1495.0,Ag0.8Bi0.8Pb0.2Se1.6S0.2
1,88,0.483,0.43062125332744694,1496.0,Ag0.8Bi0.8Pb0.2Se1.6S0.2
1,88,0.425,0.3897131846916279,1497.0,Ag0.8Bi0.8Pb0.2Se1.6S0.2
1,88,0.441,0.3704459195313669,1498.0,Ag0.8Bi0.8Pb0.2Se1.6S0.2
1,88,0.398,0.3604832944710582,1499.0,Ag0.8Bi0.8Pb0.2Se1.6S0.2
1,88,0.396,0.35634481276742586,1500.0,Ag0.8Bi0.8Pb0.2Se1.6S0.2
1,88,0.373,0.3549583118156942,1501.0,Ag0.8Bi0.8Pb0.2Se1.6S0.2
1,88,0.343,0.3534363865804265,1502.0,Ag0.8Bi0.8Pb0.2Se1.6S0.2
1,88,0.635,0.5586764363494225,1513.0,Nb0.024Ag0.776Bi0.8Pb0.2Se1.6S0.2
1,88,0.608,0.5307290841704254,1514.0,Nb0.024Ag0.776Bi0.8Pb0.2Se1.6S0.2
1,88,0.586,0.49948293147321376,1515.0,Nb0.024Ag0.776Bi0.8Pb0.2Se1.6S0.2
1,88,0.55,0.4673107840090732,1516.0,Nb0.024Ag0.776Bi0.8Pb0.2Se1.6S0.2
1,88,0.435,0.4248317738549619,1517.0,Nb0.024Ag0.776Bi0.8Pb0.2Se1.6S0.2
1,88,0.435,0.405385898342689,1518.0,Nb0.024Ag0.776Bi0.8Pb0.2Se1.6S0.2
1,88,0.412,0.3981609075386339,1519.0,Nb0.024Ag0.776Bi0.8Pb0.2Se1.6S0.2
1,88,0.391,0.39497566375712606,1520.0,Nb0.024Ag0.776Bi0.8Pb0.2Se1.6S0.2
1,88,0.377,0.39170807624840137,1521.0,Nb0.024Ag0.776Bi0.8Pb0.2Se1.6S0.2
1,88,0.359,0.39031640484655894,1522.0,Nb0.024Ag0.776Bi0.8Pb0.2Se1.6S0.2
