K_Fold,Random Seed,Actual,Predicted,#,reduced_compositions
1,42,1.02,1.7307638407750017,66.0,Cd0.02Te0.98
1,42,4.7854,2.6764628861749973,89.0,Zn0.85986213W0.13192965O1.21900395
1,42,7.04,2.8886412569499975,97.0,Zn0.92128085W0.10994137O1.2205657
1,42,0.595,0.5793191027500001,138.0,Bi2Se3
1,42,2.68,2.2872769242000035,257.0,Co4Cu0.3Sb11.7Te0.3
1,42,2.51,2.1563504994000056,258.0,Co4Cu0.3Sb11.7Te0.3
1,42,2.31,2.0757756062500006,259.0,Co4Cu0.3Sb11.7Te0.3
1,42,2.16,1.9747849999999993,260.0,Co4Cu0.3Sb11.7Te0.3
1,42,2.0,1.8958050000000002,261.0,Co4Cu0.3Sb11.7Te0.3
1,42,1.85,1.8268600000000015,262.0,Co4Cu0.3Sb11.7Te0.3
1,42,1.75,1.7814200000000031,263.0,Co4Cu0.3Sb11.7Te0.3
1,42,1.64,1.733014999999999,264.0,Co4Cu0.3Sb11.7Te0.3
1,42,1.56,1.7065149999999982,265.0,Co4Cu0.3Sb11.7Te0.3
1,42,1.54,1.6940150000000016,266.0,Co4Cu0.3Sb11.7Te0.3
1,42,1.54,1.6894199999999997,267.0,Co4Cu0.3Sb11.7Te0.3
1,42,1.53,1.6828700000000014,268.0,Co4Cu0.3Sb11.7Te0.3
1,42,1.51,1.678670000000003,269.0,Co4Cu0.3Sb11.7Te0.3
1,42,0.16641,0.4217022280499993,387.0,Cd0.06Ag1Sb0.94Te2
1,42,0.20147,0.41325674999999956,388.0,Cd0.06Ag1Sb0.94Te2
1,42,0.23118,0.4153435500000003,389.0,Cd0.06Ag1Sb0.94Te2
1,42,0.25428,0.4142736500000001,390.0,Cd0.06Ag1Sb0.94Te2
1,42,0.26084,0.40805209999999953,391.0,Cd0.06Ag1Sb0.94Te2
1,42,0.26454,0.39531750000000004,392.0,Cd0.06Ag1Sb0.94Te2
1,42,0.25814,0.3710530500000001,393.0,Cd0.06Ag1Sb0.94Te2
1,42,0.25483,0.3559326999999999,394.0,Cd0.06Ag1Sb0.94Te2
1,42,0.24529,0.37456145000000096,395.0,Cd0.06Ag1Sb0.94Te2
1,42,0.23538,0.3834451500000007,396.0,Cd0.06Ag1Sb0.94Te2
1,42,0.16878,0.3594067311500002,397.0,Cd0.06Ag1Sb0.94Te2
1,42,1.058,0.709796882400001,437.0,Sb0.012Te0.2Pb0.99Se0.6S0.2
1,42,0.8679,0.6592434999999992,438.0,Sb0.012Te0.2Pb0.99Se0.6S0.2
1,42,0.7274,0.5621200499999992,439.0,Sb0.012Te0.2Pb0.99Se0.6S0.2
1,42,0.6325,0.4972577534499997,440.0,Sb0.012Te0.2Pb0.99Se0.6S0.2
1,42,0.5666,0.4691032034500001,441.0,Sb0.012Te0.2Pb0.99Se0.6S0.2
1,42,0.4956,0.44971320345000015,442.0,Sb0.012Te0.2Pb0.99Se0.6S0.2
1,42,0.4765,0.4405532034499995,443.0,Sb0.012Te0.2Pb0.99Se0.6S0.2
1,42,0.4647,0.43589270344999953,444.0,Sb0.012Te0.2Pb0.99Se0.6S0.2
1,42,0.4527,0.43421225344999925,445.0,Sb0.012Te0.2Pb0.99Se0.6S0.2
1,42,0.4647,0.4439937534499993,446.0,Sb0.012Te0.2Pb0.99Se0.6S0.2
1,42,0.4618,0.44882525344999985,447.0,Sb0.012Te0.2Pb0.99Se0.6S0.2
1,42,0.7183,0.8350774105,526.0,Sn0.15Sb0.012Te0.25Pb0.84Se0.5S0.25
1,42,0.6336,0.7476291422499993,527.0,Sn0.15Sb0.012Te0.25Pb0.84Se0.5S0.25
1,42,0.5693,0.6115981097500007,528.0,Sn0.15Sb0.012Te0.25Pb0.84Se0.5S0.25
1,42,0.4516,0.5423474685499997,529.0,Sn0.15Sb0.012Te0.25Pb0.84Se0.5S0.25
1,42,0.4014,0.4549120499999995,530.0,Sn0.15Sb0.012Te0.25Pb0.84Se0.5S0.25
1,42,0.3611,0.39804755,531.0,Sn0.15Sb0.012Te0.25Pb0.84Se0.5S0.25
1,42,0.3446,0.3694935000000003,532.0,Sn0.15Sb0.012Te0.25Pb0.84Se0.5S0.25
1,42,0.3561,0.35988600000000015,533.0,Sn0.15Sb0.012Te0.25Pb0.84Se0.5S0.25
1,42,0.3259,0.3552010000000002,534.0,Sn0.15Sb0.012Te0.25Pb0.84Se0.5S0.25
1,42,0.3662,0.34899199999999986,535.0,Sn0.15Sb0.012Te0.25Pb0.84Se0.5S0.25
1,42,0.3531,0.34438104999999963,536.0,Sn0.15Sb0.012Te0.25Pb0.84Se0.5S0.25
1,42,0.3786,0.35117904999999927,537.0,Sn0.15Sb0.012Te0.25Pb0.84Se0.5S0.25
1,42,0.3931,0.3570534600499999,538.0,Sn0.15Sb0.012Te0.25Pb0.84Se0.5S0.25
1,42,0.518,1.1891304827000009,852.0,Ag2Se
1,42,0.45,1.1145566673499996,853.0,Ag2Se
1,42,0.416,1.067995040749999,854.0,Ag2Se
1,42,0.196,1.0342095964499984,855.0,Ag2Se
1,42,0.086,0.9316630419000007,856.0,Ag2Se
1,42,0.086,0.9016960919000012,857.0,Ag2Se
1,42,0.03,0.8376242919000012,858.0,Ag2Se
1,42,0.086,0.0991114751499999,894.0,Ag2Te0.038Se1
1,42,0.068,0.051593713249999854,895.0,Ag2Te0.038Se1
1,42,0.058,0.036243299999999846,896.0,Ag2Te0.038Se1
1,42,0.036,0.035613299999999855,897.0,Ag2Te0.038Se1
1,42,0.018,0.03664899999999995,898.0,Ag2Te0.038Se1
1,42,0.018,0.029198999999999916,899.0,Ag2Te0.038Se1
1,42,0.018,0.037245148000000027,900.0,Ag2Te0.038Se1
