K_Fold,Random Seed,Actual,Predicted,#,reduced_compositions
1,88,0.0286,0.36082099645441135,61.0,Cd0.02Te0.98
1,88,0.0798,0.7882625455466886,66.0,Cd0.02Te0.98
1,88,0.0178,0.09100376030750591,97.0,Zn0.92128085W0.10994137O1.2205657
1,88,0.217,0.13993932801517558,161.0,Al0.15Bi2Se3
1,88,0.266,0.1640261366626242,162.0,Al0.15Bi2Se3
1,88,0.326,0.18795711393547154,163.0,Al0.15Bi2Se3
1,88,0.383,0.22118726793658322,164.0,Al0.15Bi2Se3
1,88,0.433,0.213927614902199,165.0,Al0.15Bi2Se3
1,88,0.109,0.09253239709133876,168.0,Al0.2Bi2Se3
1,88,0.128,0.10700912237739157,169.0,Al0.2Bi2Se3
1,88,0.16,0.12150958532715392,170.0,Al0.2Bi2Se3
1,88,0.199,0.14638875006684143,171.0,Al0.2Bi2Se3
1,88,0.251,0.17112594363482136,172.0,Al0.2Bi2Se3
1,88,0.313,0.19405350190749993,173.0,Al0.2Bi2Se3
1,88,0.363,0.2253924095238085,174.0,Al0.2Bi2Se3
1,88,0.415,0.2178668836693316,175.0,Al0.2Bi2Se3
1,88,0.467,0.24804632338724666,176.0,Al0.2Bi2Se3
1,88,0.537,0.26216730039599984,177.0,Al0.2Bi2Se3
1,88,0.13,0.08437563895603005,270.0,Co4Cu0.3Sb11.5Te0.5
1,88,0.16,0.09938718920621296,271.0,Co4Cu0.3Sb11.5Te0.5
1,88,0.2,0.1304383831993119,272.0,Co4Cu0.3Sb11.5Te0.5
1,88,0.25,0.1577344171529254,273.0,Co4Cu0.3Sb11.5Te0.5
1,88,0.3,0.18448662763062917,274.0,Co4Cu0.3Sb11.5Te0.5
1,88,0.34,0.22165988471615075,275.0,Co4Cu0.3Sb11.5Te0.5
1,88,0.39,0.2740264107666332,276.0,Co4Cu0.3Sb11.5Te0.5
1,88,0.45,0.31138727451970566,277.0,Co4Cu0.3Sb11.5Te0.5
1,88,0.53,0.36349356953353223,278.0,Co4Cu0.3Sb11.5Te0.5
1,88,0.6,0.41285716245964255,279.0,Co4Cu0.3Sb11.5Te0.5
1,88,0.66,0.44165648901636306,280.0,Co4Cu0.3Sb11.5Te0.5
1,88,0.71,0.47521601132428487,281.0,Co4Cu0.3Sb11.5Te0.5
1,88,0.77,0.5078382376749672,282.0,Co4Cu0.3Sb11.5Te0.5
1,88,0.0843,0.04286449863699338,309.0,Ba0.33Sr0.33Ca0.33Ti1O3
1,88,0.0954,0.06366066692795147,310.0,Ba0.33Sr0.33Ca0.33Ti1O3
1,88,0.108,0.07896029685703196,311.0,Ba0.33Sr0.33Ca0.33Ti1O3
1,88,0.11,0.09636799832990933,312.0,Ba0.33Sr0.33Ca0.33Ti1O3
1,88,0.116,0.16946644603611674,313.0,Ba0.33Sr0.33Ca0.33Ti1O3
1,88,0.124,0.1975107690201106,314.0,Ba0.33Sr0.33Ca0.33Ti1O3
1,88,0.122,0.24737662147600104,316.0,Ba0.33Sr0.33Ca0.33Ti1O3
1,88,1.3912,1.3782506535584782,376.0,Cd0.04Ag1Sb0.96Te2
1,88,1.494,1.4140102425572632,377.0,Cd0.04Ag1Sb0.96Te2
1,88,1.5504,1.4618662492238934,378.0,Cd0.04Ag1Sb0.96Te2
1,88,1.4953,1.5034080799999865,379.0,Cd0.04Ag1Sb0.96Te2
1,88,1.5993,1.5749942841368774,380.0,Cd0.04Ag1Sb0.96Te2
1,88,1.6184,1.648005847236668,381.0,Cd0.04Ag1Sb0.96Te2
1,88,1.7505,1.7140171258754984,382.0,Cd0.04Ag1Sb0.96Te2
1,88,1.8054,1.7816833090565802,383.0,Cd0.04Ag1Sb0.96Te2
1,88,1.7352,1.8643205692174625,384.0,Cd0.04Ag1Sb0.96Te2
1,88,1.7709,1.9333763910440094,385.0,Cd0.04Ag1Sb0.96Te2
1,88,1.8436,2.0984774865733873,386.0,Cd0.04Ag1Sb0.96Te2
1,88,0.39047,1.3066372609587937,398.0,Cd0.08Ag1Sb0.92Te2
1,88,0.46966,1.352904651112606,399.0,Cd0.08Ag1Sb0.92Te2
1,88,0.55834,1.3824505136766765,400.0,Cd0.08Ag1Sb0.92Te2
1,88,0.62995,1.4028482559090927,401.0,Cd0.08Ag1Sb0.92Te2
1,88,0.73829,1.466510045171144,402.0,Cd0.08Ag1Sb0.92Te2
1,88,0.81484,1.5483732202345815,403.0,Cd0.08Ag1Sb0.92Te2
1,88,0.9707,1.625338002555401,404.0,Cd0.08Ag1Sb0.92Te2
1,88,1.0706,1.698188271643998,405.0,Cd0.08Ag1Sb0.92Te2
1,88,1.0751,1.7828403565450832,406.0,Cd0.08Ag1Sb0.92Te2
1,88,1.0746,1.9759242324452713,407.0,Cd0.08Ag1Sb0.92Te2
1,88,1.2364,2.124609576008981,408.0,Cd0.08Ag1Sb0.92Te2
1,88,0.6736,0.4967976133706581,517.0,Sn0.1Sb0.012Te0.25Pb0.89Se0.5S0.25
1,88,0.9051,0.7158207397068949,518.0,Sn0.1Sb0.012Te0.25Pb0.89Se0.5S0.25
1,88,1.161,0.9132104266048321,519.0,Sn0.1Sb0.012Te0.25Pb0.89Se0.5S0.25
1,88,1.325,1.1626086467689964,520.0,Sn0.1Sb0.012Te0.25Pb0.89Se0.5S0.25
1,88,1.439,1.2700934840687372,521.0,Sn0.1Sb0.012Te0.25Pb0.89Se0.5S0.25
1,88,1.574,1.3752278883878526,522.0,Sn0.1Sb0.012Te0.25Pb0.89Se0.5S0.25
1,88,1.627,1.4260661665740588,523.0,Sn0.1Sb0.012Te0.25Pb0.89Se0.5S0.25
1,88,1.703,1.4678935456385365,524.0,Sn0.1Sb0.012Te0.25Pb0.89Se0.5S0.25
1,88,1.773,1.485576425989893,525.0,Sn0.1Sb0.012Te0.25Pb0.89Se0.5S0.25
1,88,0.0081,0.05022153881709008,552.0,FeSe2
1,88,0.018,0.03958454018556262,557.0,FeSe2
1,88,0.048,0.05116519296848807,558.0,FeSe2
1,88,0.078,0.07284569742935713,559.0,FeSe2
1,88,0.093,0.08775835170170129,560.0,FeSe2
1,88,0.18291,0.22426790258774595,602.0,Ca0.012Cu1.8Bi0.176Pb0.012Se1O0.2
1,88,0.23456,0.23418965240000605,603.0,Ca0.012Cu1.8Bi0.176Pb0.012Se1O0.2
1,88,0.34645,0.3354471328693998,604.0,Ca0.012Cu1.8Bi0.176Pb0.012Se1O0.2
1,88,0.46672,0.42804634212366327,605.0,Ca0.012Cu1.8Bi0.176Pb0.012Se1O0.2
1,88,0.63303,0.5315551110077955,606.0,Ca0.012Cu1.8Bi0.176Pb0.012Se1O0.2
1,88,0.79559,0.6216434490768908,607.0,Ca0.012Cu1.8Bi0.176Pb0.012Se1O0.2
1,88,0.92651,0.7084806207596245,608.0,Ca0.012Cu1.8Bi0.176Pb0.012Se1O0.2
1,88,1.14851,0.870631832781946,609.0,Ca0.012Cu1.8Bi0.176Pb0.012Se1O0.2
1,88,1.24439,0.9417295166994145,610.0,Ca0.012Cu1.8Bi0.176Pb0.012Se1O0.2
1,88,1.40076,1.0240255763401764,611.0,Ca0.012Cu1.8Bi0.176Pb0.012Se1O0.2
1,88,1.54237,1.0716906307270826,612.0,Ca0.012Cu1.8Bi0.176Pb0.012Se1O0.2
1,88,1.7255,1.1239195597609613,613.0,Ca0.012Cu1.8Bi0.176Pb0.012Se1O0.2
1,88,1.91697,1.1699266239600812,614.0,Ca0.012Cu1.8Bi0.176Pb0.012Se1O0.2
1,88,2.0317,1.235450364321598,615.0,Ca0.012Cu1.8Bi0.176Pb0.012Se1O0.2
1,88,0.2328,0.2528546284541253,687.0,Ca0.00271283Cu0.8590627Bi0.03978817Pb0.00271283Se0.45213826C0.00249777O0.04521383
